title,content_type,genre,url,tomatometer,popcornmeter,summary,critics_consensus,platforms
Tetris,Movie,Mystery & Thriller|Biography|Drama,https://www.rottentomatoes.com/m/tetris,81%,88%,"""Tetris"" tells the unbelievable story of how one of the world's most popular video games found its way to avid players around the globe. Henk Rogers (Taron Egerton) discovers TETRIS in 1988, and then risks everything by traveling to the Soviet Union, where he joins forces with inventor Alexey Pazhitnov (Nikita Efremov) to bring the game to the masses. Based on a true story, ""Tetris"" is a Cold War-era thriller on steroids, with double-crossing villains, unlikely heroes and a nail-biting race to the finish.","While it's nowhere near as addictive or fast-paced as the game, Tetris offers a fun, fizzy account of the story behind an 8-bit classic.","Fandango at Home, Netflix, Apple TV, Prime Video"
Fly Me to the Moon,Movie,Romance|Comedy|Drama|History,https://www.rottentomatoes.com/m/fly_me_to_the_moon_2024,66%,89%,"Starring Scarlett Johansson and Channing Tatum, Fly Me To The Moon is a sharp, stylish romantic comedy set against the high-stakes backdrop of NASA's historic Apollo 11 moon landing. Brought in to fix NASA's public image, sparks fly in all directions as marketing maven Kelly Jones (Johansson) wreaks havoc on launch director Cole Davis's (Tatum) already difficult task. When the White House deems the mission too important to fail, the countdown truly begins....","Sustained by Scarlett Johansson and Channing Tatum's screwball chemistry even when its plotting strains credulity, this throwback romance is a pleasant enough trip to the moon and back.","Fandango at Home, Netflix, Apple TV, Prime Video"
Echo Valley,Movie,Mystery & Thriller|Drama,https://www.rottentomatoes.com/m/echo_valley,52%,50%,"In the edge-of-your-seat thriller ""Echo Valley,"" Kate (Oscar winner Julianne Moore) is a mother struggling to make peace with her troubled daughter Claire (multi-Emmy nominee Sydney Sweeney) -- a situation that becomes even more perilous when Claire shows up on Kate's doorstep, hysterical and covered in someone else's blood. As Kate pieces together the shocking truth of what happened, she learns just how far a mother will go to try to save her child in this gripping tale of love, sacrifice and survival from BAFTA-winning director Michael Pearce and Emmy-nominated writer Brad Ingelsby.","Julianne Moore's committed turn and the relatable premise of how far a parent will go for their child gives Echo Valley some high peaks, but soporific plotting sends it sloping back down to routine territory.","Fandango at Home, Netflix, Apple TV, Prime Video"
Sharper,Movie,Drama,https://www.rottentomatoes.com/m/sharper,68%,73%,"Motivations are suspected and expectations are turned upside down, as a con artist takes on Manhattan billionaires.","Although it never comes close to the classic capers it seeks to emulate, Sharper is just sleek and clever enough to pass the time.","Fandango at Home, Netflix, Apple TV, Prime Video"
Ghosted,Movie,Action|Romance|Adventure,https://www.rottentomatoes.com/m/ghosted_2023,25%,55%,"Salt-of-the-earth Cole (Chris Evans) falls head over heels for enigmatic Sadie (Ana de Armas)--but then makes the shocking discovery that she's a secret agent. Before they can decide on a second date, Cole and Sadie are swept away on an international adventure to save the world.","Listlessly wafting between action, comedy, and romance without ever solidifying into a satisfying whole, Ghosted earns a chorus of boos.","Fandango at Home, Netflix, Apple TV, Prime Video"
Blitz,Movie,History|Drama|War,https://www.rottentomatoes.com/m/blitz,81%,81%,"Sir Steve McQueen's ""Blitz"" follows the epic journey of George (Elliott Heffernan), a 9-year-old boy in World War II London whose mother Rita (Saoirse Ronan) sends him to safety in the English countryside. George, defiant and determined to return home to his mom and his grandfather Gerald (Paul Weller) in East London, embarks on an adventure, only to find himself in immense peril, while a distraught Rita searches for her missing son.","A tale of survival from director Steve McQueen, Blitz 's examination of British society under wartime is given a beating heart by Elliott Heffernan and Saoirse Ronan's lovely performances.","Fandango at Home, Netflix, Apple TV, Prime Video"
Swan Song,Movie,Drama|Romance|Sci-Fi,https://www.rottentomatoes.com/m/swan_song_2021_2,80%,76%,"Set in the near future, ""Swan Song"" is a powerful, emotional journey told through the eyes of Cameron (Mahershala Ali), a loving husband and father who is expecting his second child with his wife Poppy (Naomie Harris). When Cameron is diagnosed with a terminal illness, he is presented with an alternative solution by his doctor (Glenn Close) to shield his family from grief. As Cameron grapples with whether or not to alter his family's fate, he learns more about life and love than he ever imagined. Written and directed by Academy Award-winning filmmaker Benjamin Cleary, ""Swan Song"" explores how far we will go, and how much we're willing to sacrifice, to make a happier life for the people we love.","Swan Song occasionally strays on the wrong side of maudlin, but Mahershala Ali's work in dual roles lends this sci-fi drama genuine heart.","Fandango at Home, Netflix, Apple TV, Prime Video"
Palmer,Movie,Drama,https://www.rottentomatoes.com/m/palmer,72%,87%,"Former high school football star Eddie Palmer (Justin Timberlake) went from hometown hero to convicted felon, earning himself 12 years in a state penitentiary. He returns home to Louisiana, where he moves back in with Vivian (June Squibb), the grandmother who raised him. While trying to keep his head down and rebuild a quiet life for himself, Palmer is haunted by memories of his glory days and the suspicious eyes of his small town community. Things become more complicated when Vivian’s hard-living neighbor Shelly (Juno Temple) disappears on a prolonged bender, leaving her precocious and unique 7-year-old son Sam (Ryder Allen), often the target of bullying, in Palmer’s reluctant care. In time, Palmer is drawn into a more hopeful world as he forges a connection with Sam through their shared experience of being made to feel different by those around them. Life improves for Palmer, and a romance develops between him and Sam’s teacher Maggie (Alisha Wainwright). An inspiring and unexpected journey unfolds for the three of them, but soon Palmer’s past threatens to tear apart this new life.","Although it traffics in familiar territory, Palmer is elevated by worthy themes and a strong ensemble led by an impressive Justin Timberlake.","Fandango at Home, Netflix, Apple TV, Prime Video"
The Family Plan 2,Movie,Kids & Family|Holiday|Action|Comedy,https://www.rottentomatoes.com/m/the_family_plan_2,30%,33%,"In ""The Family Plan 2,"" it's the holiday season and Dan (Mark Wahlberg) has planned the perfect vacation for his wife Jessica (Michelle Monaghan) and their kids to celebrate overseas -- until a mysterious figure from his past (Kit Harington) shows up with unfinished business. An international game of cat-and-mouse ensues as Dan and his family battle, bicker and bond their way through a series of bank heists, holiday hijinks and car chases amid scenic European terrain.","Despite the best laid plans, this hokey sequel doesn't improve much upon its predecessor due to a forgettable plot and routine execution.","Fandango at Home, Netflix, Apple TV, Prime Video"
Luck,Movie,Kids & Family|Comedy|Fantasy|Animation,https://www.rottentomatoes.com/m/luck_2022,48%,66%,"From Apple Original Films and Skydance Animation comes the story of Sam Greenfield, the unluckiest person in the world! Suddenly finding herself in the never-before-seen Land of Luck, she must unite with the magical creatures there to turn her luck around.","Luck is inoffensive enough as an animated babysitter, but there are far more original -- and entertaining -- options for its target audience.","Fandango at Home, Netflix, Apple TV, Prime Video"
The Instigators,Movie,Action|Comedy|Mystery & Thriller|Crime,https://www.rottentomatoes.com/m/the_instigators,41%,55%,"Rory (Matt Damon) and Cobby (Casey Affleck) are reluctant partners: a desperate father and an ex-con thrown together to rob a corrupt politician's ill-gained earnings. But when the heist goes wrong, the two find themselves engulfed in a whirlwind of chaos, pursued not only by police but also by backward bureaucrats and vengeful crime bosses. Completely out of their depth, they convince Rory's therapist (Hong Chau) to join their riotous getaway through the city, where they must put aside their differences and work together to evade capture -- or worse.","The alchemy of Casey Affleck and Matt Damon's knucklehead rapport provides some charm, but this laidback caper unravels due to a lack of intrigue and pulse.","Fandango at Home, Netflix, Apple TV, Prime Video"
Cherry,Movie,Drama,https://www.rottentomatoes.com/m/cherry_2021,37%,72%,"""Cherry"" follows the wild journey of a disenfranchised young man from Ohio who meets the love of his life, only to risk losing her through a series of bad decisions and challenging life circumstances. Inspired by the best-selling novel of the same name, ""Cherry"" features Tom Holland in the title role as an unhinged character who drifts from dropping out of college to serving in Iraq as an Army medic and is only anchored by his one true love, Emily (Ciara Bravo). When Cherry returns home a war hero, he battles the demons of undiagnosed PTSD and spirals into drug addiction, surrounding himself with a menagerie of depraved misfits. Draining his finances, Cherry turns to bank robbing to fund his addiction, shattering his relationship with Emily along the way. Brought to the screen in bold, gritty fashion by visionary directors Anthony and Joe Russo, ""Cherry"" is a darkly humorous, unflinching coming-of-age story of a man on a universal quest for purpose and human connection.","It's certainly stylish and it offers Tom Holland a welcome opportunity to branch out, but Cherry 's woes stem from a story that's too formulaic to bowl anyone over.","Fandango at Home, Netflix, Apple TV, Prime Video"
Flora and Son,Movie,Musical|Comedy|Drama|Music|Romance,https://www.rottentomatoes.com/m/flora_and_son,93%,83%,"Single mom Flora (Eve Hewson) is at a loss about what to do with her rebellious teenage son, Max (Orén Kinlan). Encouraged by the police to find Max a hobby, Flora tries to occupy him with a beat-up acoustic guitar. With the help of a washed-up LA musician (Joseph Gordon-Levitt), Flora and Max discover the transformative power of music. From the musical mind of John Carney, ""Flora and Son"" explores the bond between a mother and son on a journey toward a new harmony.","Another music-fueled crowd-pleaser from writer-director John Carney, Flora and Son proves almost impossible to resist.","Fandango at Home, Netflix, Apple TV, Prime Video"
The Banker,Movie,History|Drama,https://www.rottentomatoes.com/m/the_banker_2020,78%,100%,"In the 1960s, two entrepreneurs hatch an ingenious business plan to fight for housing integration and equal access to the American Dream.",The Banker 's timid approach to dramatizing its fact-based story is often outweighed by the trio of strong performances at its core.,"Fandango at Home, Netflix, Apple TV, Prime Video"
You Hurt My Feelings,Movie,Comedy|Drama|Romance,https://www.rottentomatoes.com/m/you_hurt_my_feelings_2023,94%,64%,"From acclaimed filmmaker Nicole Holofcener comes a sharply observed comedy about a novelist whose long standing marriage is suddenly upended when she overhears her husband give his honest reaction to her latest book. A film about trust, lies, and the things we say to the people we love most.","Smart, funny, and above all entertaining, You Hurt My Feelings finds writer-director Nicole Holofcener as sharply perceptive as ever.","Fandango at Home, Netflix, Apple TV, Prime Video"
Causeway,Movie,Drama,https://www.rottentomatoes.com/m/causeway,84%,71%,"""Causeway"" is an intimate portrait of a soldier struggling to adjust to her life after returning home to New Orleans.","Causeway takes a powerfully subdued look at the lingering effects of trauma, led by gripping performances from Jennifer Lawrence and Brian Tyree Henry.","Fandango at Home, Netflix, Apple TV, Prime Video"
The Greatest Beer Run Ever,Movie,Drama|War,https://www.rottentomatoes.com/m/the_greatest_beer_run_ever,43%,91%,"To show support for his neighborhood friends serving in Vietnam, Chickie Donohue (Zac Efron) decides to do something totally outrageous: travel to the frontline by himself to bring the soldiers a little piece of home -- their favorite can of American beer. However, what started as a well-meaning journey quickly turns into the adventure of a lifetime as Chickie confronts the reality of this controversial war and his reunions with his childhood buddies thrust him into the complexities and responsibilities of adulthood. Based on an incredible true story, ""The Greatest Beer Run Ever"" is a heartfelt coming-of-age tale about friendship, loyalty and sacrifice.","Far from intoxicating, The Greatest Beer Run Ever reduces its fun fact-based story to a flat, flavorless brew.","Fandango at Home, Netflix, Apple TV, Prime Video"
The Tragedy of Macbeth,Movie,Drama|Mystery & Thriller,https://www.rottentomatoes.com/m/the_tragedy_of_macbeth_2021,93%,88%,"Joel Coen's bold and fierce adaptation of ""Macbeth,"" a tale of murder, madness, ambition and wrathful cunning.","Led by a stellar Denzel Washington, The Tragedy of Macbeth strips the classic story down to its visual and narrative essentials.","Fandango at Home, Netflix, Apple TV, Prime Video"
Emancipation,Movie,History|Drama|Mystery & Thriller,https://www.rottentomatoes.com/m/emancipation_2022,45%,58%,"""Emancipation"" tells the triumphant story of Peter (Will Smith), a man who escapes from slavery, relying on his wits, unwavering faith and deep love for his family to evade cold-blooded hunters and the unforgiving swamps of Louisiana on his quest for freedom. The film is inspired by the 1863 photos of ""Whipped Peter,"" taken during a Union Army medical examination, that first appeared in Harper's Weekly. One image, known as ""The Scourged Back,"" which shows Peter’s bare back mutilated by a whipping delivered by his enslavers, ultimately contributed to growing public opposition to slavery.",Emancipation works as an action movie -- albeit one that's uncomfortably at odds with its awkward handling of the real-life events that inspired its stirring story.,"Fandango at Home, Netflix, Apple TV, Prime Video"
Fingernails,Movie,Drama|Sci-Fi|Romance,https://www.rottentomatoes.com/m/fingernails,60%,44%,"Anna (Jessie Buckley) and Ryan (Jeremy Allen White) have found true love. It's been proven by a controversial new technology. There's just one problem: Anna still isn't sure. Then she takes a position at a love testing institute, and meets Amir (Riz Ahmed).",A trio of solid performances help Fingernails get its thought-provoking ideas across in spite of an occasionally underwhelming story.,"Fandango at Home, Netflix, Apple TV, Prime Video"
Bread & Roses,Movie,Documentary,https://www.rottentomatoes.com/m/bread_and_roses_2023,100%,,"""Bread & Roses"" offers a powerful window into the seismic impact on women's rights and livelihoods after Kabul fell to the Taliban in 2021. The film follows three women, in real time, as they fight to recover their autonomy. Mani captures the spirit and resilience of Afghan women through a raw depiction of their harrowing plight.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Cha Cha Real Smooth,Movie,Comedy|Drama,https://www.rottentomatoes.com/m/cha_cha_real_smooth,85%,61%,"Fresh out of college and without a clear life path going forward, 22-year-old Andrew is stuck back at home with his family in New Jersey. But if there's one thing that belongs on his nonexistent résumé, it's how to get a party started, which lands him the perfect job of motivational dancing at the bar and bat mitzvahs for his younger brother's classmates. When Andrew befriends a local mom, Domino, and her daughter, Lola, he finally discovers a future he wants -- even if it might not be his own. Cooper Raiff writes, directs and stars alongside Dakota Johnson, Brad Garrett, Leslie Mann and newcomers Vanessa Burghardt and Evan Assante in this tale of unconventional love that brims with emotional honesty.","A touching dramedy that wears its heart proudly on its sleeve, Cha Cha Real Smooth further affirms writer-director-star Cooper Raiff as a talent to watch.","Fandango at Home, Netflix, Apple TV, Prime Video"
On the Rocks,Movie,Comedy,https://www.rottentomatoes.com/m/on_the_rocks_2020,86%,50%,"Faced with sudden doubts about her marriage, a young New York mother teams up with her larger-than-life playboy father to tail her husband.","On the Rocks isn't as potent as its top-shelf ingredients might suggest, but the end result still goes down easy -- and offers high proof of Bill Murray's finely aged charm.","Fandango at Home, Netflix, Apple TV, Prime Video"
Come From Away,Movie,Musical|Drama|Comedy,https://www.rottentomatoes.com/m/come_from_away,98%,92%,"""Come From Away"" is the filmed version of the award-winning Broadway musical which tells the story of 7,000 people stranded in the small town of Gander, Newfoundland after all flights into the US are grounded on September 11, 2001. As the people of Newfoundland graciously welcome the ""come from aways"" into their community in the aftermath, the passengers and locals alike process what's happened while finding love, laughter and new hope in the unlikely and lasting bonds that they forge.",Come from Away sifts through the wreckage of tragedy to find hope -- and the healing power of human connection.,"Fandango at Home, Netflix, Apple TV, Prime Video"
The Pigeon Tunnel,Movie,Documentary,https://www.rottentomatoes.com/m/the_pigeon_tunnel,96%,70%,"Academy Award-winning documentarian Errol Morris pulls back the curtain on the storied life and career of former British spy David Cornwell -- better known as John le Carré, author of such classic espionage novels as The Spy Who Came in from the Cold, Tinker Tailor Soldier Spy and The Constant Gardener. Set against the turbulent backdrop of the Cold War leading into present day, the film spans six decades as le Carré delivers his final and most candid interview, punctuated with rare archival footage and dramatized vignettes. ""The Pigeon Tunnel"" is a deeply human and engaging exploration of le Carré's extraordinary journey and the paper-thin membrane between fact and fiction.","Enthralling for fans as well as those who've never read one of his bestsellers, The Pigeon Tunnel pulls back the curtain on a master of the espionage thriller.","Fandango at Home, Netflix, Apple TV, Prime Video"
Mad Heidi,Movie,Action|Adventure|Comedy|Horror,https://www.rottentomatoes.com/m/mad_heidi,90%,94%,"In a dystopian Switzerland that has fallen under the fascist rule of an evil cheese tyrant, Heidi lives the pure and simple life in the Swiss Alps. Grandfather Alpöhi does his best to protect Heidi, but her yearning for freedom soon gets her into trouble with the dictator's henchmen. The innocent girl transforms herself into a kick-ass female fighting force who sets out to liberate the country from the insane cheese fascists.","Solid entertainment for viewers with twisted tastes, Mad Heidi is a midnight movie classic in waiting.","Fandango at Home, Netflix, Apple TV, Prime Video"
Raymond & Ray,Movie,Comedy|Drama,https://www.rottentomatoes.com/m/raymond_and_ray,49%,55%,"“Raymond & Ray” follows half-brothers Raymond and Ray who have lived in the shadow of a terrible father. Somehow, they still each have a sense of humor, and his funeral is a chance for them to reinvent themselves. There’s anger, there’s pain, there’s folly, there might be love, and there’s definitely gravedigging.",Ethan Hawke and Ewan McGregor are almost -- but not quite -- compelling enough to make up for Raymond & Ray 's listless narrative.,"Fandango at Home, Netflix, Apple TV, Prime Video"
Stiller & Meara: Nothing Is Lost,Movie,Documentary|Biography|Comedy,https://www.rottentomatoes.com/m/stiller_and_meara_nothing_is_lost,93%,77%,"Ben Stiller tells the story of his parents, comedy icons Jerry Stiller and Anne Meara, exploring their impact both on popular culture and at home, where the lines between creativity, family, life and art often blurred. In the process, Stiller turns the camera on himself and his family to examine Jerry and Anne's enormous influence on their lives, and the generational lessons we all can learn from those we love.","An affectionate and deeply personal exploration of a comedic power couple, Nothing is Lost is a fitting tribute from director Ben Stiller to his parents.","Fandango at Home, Netflix, Apple TV, Prime Video"
The Bloody Hundredth,Movie,Documentary|History,https://www.rottentomatoes.com/m/the_bloody_hundredth,100%,86%,"""The Bloody Hundredth"" is a new documentary that honors the real-life heroes of the 100th Bomb Group. Produced by Playtone-Amblin and narrated by Tom Hanks, the hour-long documentary spotlights the true stories of several characters and real-life airmen featured in ""Masters of the Air."" From the shock of Pearl Harbor to the joy of VE Day, ""The Bloody Hundredth"" is a record of what was endured and achieved by a group of young Americans when their country and the world needed them most.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Fancy Dance,Movie,Drama,https://www.rottentomatoes.com/m/fancy_dance_2023,96%,78%,"Since her sister's disappearance, Jax (Lily Gladstone) has cared for her niece Roki (Isabel Deroy-Olson) by scraping by on the Seneca-Cayuga reservation in Oklahoma. Every spare minute goes into finding her missing sister while also helping Roki prepare for an upcoming powwow. At the risk of Jax losing custody to Roki's grandfather, Frank (Shea Whigham), the pair hit the road and scour the backcountry to track down Roki's mother in time for the powwow. What begins as a search gradually turns into a far deeper investigation into the complexities and contradictions of Indigenous women moving through a colonized world while at the mercy of a failed justice system.","An urgent drama grounded in its observant depiction of reservation life, Fancy Dance establishes director/co-writer Erica Tremblay as a rising filmmaking talent.","Fandango at Home, Netflix, Apple TV, Prime Video"
Fireball: Visitors From Darker Worlds,Movie,Documentary,https://www.rottentomatoes.com/m/fireball_visitors_from_darker_worlds,98%,66%,"A journey across the planet and universe explores how meteorites, shooting stars and deep impacts have awoken wonder about other realms and make people rethink their destinies.","Much like the cosmic debris it investigates, Fireball: Visitors from Darker Worlds is made up of heavy stuff -- but it lights up the screen thanks to Werner Herzog's infectious awe.","Fandango at Home, Netflix, Apple TV, Prime Video"
Deaf President Now!,Movie,Documentary|History,https://www.rottentomatoes.com/m/deaf_president_now,100%,,"""Deaf President Now!"" recounts the eight days of historic protests held at Gallaudet University in 1988 after the school's board of trustees appointed a hearing president over several very qualified Deaf candidates. After a week of rallies, boycotts and protests, the students of Gallaudet University triumph as the hearing president resigns and beloved dean Dr. I. King Jordan becomes the university's first Deaf president. The protests marked a pivotal moment in civil rights history, with an impact that extended well beyond the Gallaudet campus, and paved the way for the Americans with Disabilities Act (ADA).","Deftly chronicling a pivotal flashpoint in deaf community activism while skillfully folding inclusivity into its style, Deaf President Now! is a documentary that heartens as much as it informs.","Fandango at Home, Netflix, Apple TV, Prime Video"
Boys State,Movie,Documentary,https://www.rottentomatoes.com/m/boys_state,95%,91%,"A raucous journey into the heart of democracy captures an unusual rite of passage: 1,100 teenage boys from across Texas come together to build a representative government from the ground up.","Startling, upsetting, and overall absorbing, Boys State strikingly depicts American political divisions -- and machinations -- taking root in the next generation.","Fandango at Home, Netflix, Apple TV, Prime Video"
Billie Eilish: The World's a Little Blurry,Movie,Documentary|Music,https://www.rottentomatoes.com/m/billie_eilish_the_worlds_a_little_blurry,96%,94%,"""Billie Eilish: The World's A Little Blurry"" tells the true coming-of-age story of the singer-songwriter and her rise to global superstardom. From award-winning filmmaker R.J. Cutler, the documentary offers a deeply intimate look at this extraordinary teenager's journey, at just 17 years old, navigating life on the road, on stage, and at home with her family, while writing, recording and releasing her debut album ""WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?""",Billie Eilish: The World's a Little Blurry offers an enlightening -- and sometimes uncomfortable -- look behind the scenes of a young star's ascension.,"Fandango at Home, Netflix, Apple TV, Prime Video"
Spirited,Movie,Holiday|Musical|Comedy|Fantasy,https://www.rottentomatoes.com/m/spirited,70%,80%,"A modern musical rendition of Charles Dickens' classic holiday story ""A Christmas Carol.""","Although it adds little to the long tradition of Dickens adaptations, Spirited is so genially overstuffed that it's easy to at least intermittently enjoy.","Fandango at Home, Netflix, Apple TV, Prime Video"
When I Consume You,Movie,Drama|Horror|Mystery & Thriller,https://www.rottentomatoes.com/m/when_i_consume_you,89%,47%,"Siblings Daphne and Wilson Shaw practically raised one another. They've protected each other from everything life has thrown their way. Daphne's professional life is soaring and she's looking to adopt a child. Wilson is interviewing for a position at a local school, hoping to become a teacher. But Daphne has an unsettling, dangerous stalker whom she can't seem to shake, and now threatens to destroy them both. They hunt for their tormentor through the shadowy streets of Brooklyn, honing their bodies and minds for a showdown. But this foe may prove to be more than they can handle. They will break and rebuild themselves if necessary to save each other, and protect the light they know is in this world for them... if only they can persevere.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Hala,Movie,Drama|Romance,https://www.rottentomatoes.com/m/hala,86%,57%,"Seventeen-year-old Pakistani American teenager Hala struggles to balance desire with her family, cultural and religious obligations. As she comes into her own, she grapples with a secret that threatens to unravel her family.","Supported by a powerful central performance by Geraldine Viswanathan, Hala offers an insightful look at a young woman's journey of self-discovery.","Fandango at Home, Netflix, Apple TV, Prime Video"
The Velveteen Rabbit,Movie,Kids & Family|Drama|Animation|Fantasy,https://www.rottentomatoes.com/m/the_velveteen_rabbit,100%,86%,"Based on the treasured, classic children's book by Margery Williams, ""The Velveteen Rabbit"" celebrates the magic of unconditional love. When 7-year-old William receives a new favorite toy for Christmas, he discovers a lifelong friend and unlocks a world of magic.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
The Beanie Bubble,Movie,Comedy,https://www.rottentomatoes.com/m/the_beanie_bubble,46%,55%,"Why did the world suddenly treat stuffed animals like gold? Ty Warner was a frustrated toy salesman until his collaboration with three women grew his masterstroke of an idea into the biggest toy craze in history. ""The Beanie Bubble"" is an inventive story about what and who we value, and the unsung heroes whose names didn't appear on the heart-shaped tag.","The Beanie Bubble 's cast makes the movie an easy watch, but that enjoyment is lessened by its shallow treatment of the real-life story.","Fandango at Home, Netflix, Apple TV, Prime Video"
The Last of the Sea Women,Movie,Documentary,https://www.rottentomatoes.com/m/the_last_of_the_sea_women,97%,,"In ""The Last of the Sea Women,"" an extraordinary band of feisty grandmother warriors wage a spirited battle against vast oceanic threats. Often called real-life mermaids, the haenyeo divers of South Korea's Jeju Island are renowned for centuries of diving to the ocean floor -- without oxygen -- to harvest seafood for their livelihood. Today, with most haenyeo now in their 60s, 70s and 80s, their traditions and way of life are in imminent danger. But these fierce, funny and hardworking women refuse to give an inch, aided by a younger generation's fight to revive their ancestral lifestyle through social media. Peering into what drives haenyeo young and old, this moving documentary zeroes in on their tight-knit friendships, savvy independence and infectious sense of empowerment. The story unfolds into an uplifting tale of women taking on world powers to protect their beloved ocean and inspire a new generation.","The Last of the Sea Women celebrates the resilience, warmth, and community of the Haenyeo through stunning visuals and an inspiring, compassionate lens.","Fandango at Home, Netflix, Apple TV, Prime Video"
Dads,Movie,Documentary,https://www.rottentomatoes.com/m/dads,94%,75%,"An exploration of modern fatherhood, with the testimonies of dads around the world, from famous comedians to everyday parents. Their unfiltered stories speak to the beauty, struggles and ridiculous hilarity of being a dad today.","As solidly dependable as the fathers it depicts, Dads pays affectionate -- and affecting -- tribute to some of the many ways parents can make a difference.","Fandango at Home, Netflix, Apple TV, Prime Video"
"The Boy, the Mole, the Fox and the Horse",Movie,Fantasy|Animation|Kids & Family,https://www.rottentomatoes.com/m/the_boy_the_mole_the_fox_and_the_horse,75%,76%,"The unlikely friendship of a boy, a mole, a fox and a horse as they explore the meaning of kindness, courage and hope.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Girls State,Movie,Documentary,https://www.rottentomatoes.com/m/girls_state,95%,67%,A look at what American democracy would look like in the hands of teenage girls. Young female leaders from wildly different backgrounds navigate an immersive experiment to build a government from the ground up.,"Girls State continues the conversation started with Boys State , finding further cause for hope and concern as a new generation prepares for public service.","Fandango at Home, Netflix, Apple TV, Prime Video"
Hannah Waddingham: Home for Christmas,Movie,Holiday|Music,https://www.rottentomatoes.com/m/hannah_waddingham_home_for_christmas,100%,90%,Ring in the holidays with Emmy-winning star Hannah Waddingham as she welcomes special guests for a musical extravaganza at the London Coliseum.,,"Fandango at Home, Netflix, Apple TV, Prime Video"
The Elephant Queen,Movie,Documentary|Adventure|Comedy|Drama,https://www.rottentomatoes.com/m/the_elephant_queen,91%,88%,"A journey of family, courage, and coming home; joining Athena, the majestic matriarch, as she leads her elephant herd across an unforgiving African landscape filled with vibrant wildlife.","Informative, compassionate, and beautifully filmed, The Elephant Queen should satisfy nature documentary lovers of all ages.","Fandango at Home, Netflix, Apple TV, Prime Video"
Selena Gomez: My Mind and Me,Movie,Documentary|Biography,https://www.rottentomatoes.com/m/selena_gomez_my_mind_and_me,97%,94%,"After years in the limelight, Selena Gomez achieves unimaginable stardom. But just as she reaches a new peak, an unexpected turn pulls her into darkness. This uniquely raw and intimate documentary spans her six-year journey into a new light.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
The Last Autumn,Movie,Documentary,https://www.rottentomatoes.com/m/the_last_autumn,100%,,"Centuries ago, humans first arrived with their livestock on the isolated Icelandic coast -- a remote land pushed up against the inhospitable Arctic Ocean that has been home to generations of farmers. Úlfar and Oddny (an aging Icelandic couple) are among this legacy, completely in rhythm with the land and tuned in to the cyclical nature of farm work. As autumn approaches, and their children and grandchildren arrive from the cities to assist in the seasonal sheep herding, one thing becomes clear -- this will be the family's final descent from the surrounding hills with their flock. With life in rural Iceland changing and Úlfar and Oddny growing older, the family understands this is the end of an era. Shot with a poignant reverence for both the harshness and beauty of the landscape, Fannberg's The Last Autumn bids farewell to an ancient lifestyle at the edge of the world.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
The Velvet Underground,Movie,Documentary|Music,https://www.rottentomatoes.com/m/the_velvet_underground_2021,98%,79%,"The Velvet Underground created a new sound that changed the world of music, cementing its place as one of rock 'n' roll's most revered bands. Directed by acclaimed filmmaker Todd Haynes, ""The Velvet Underground"" shows just how the group became a cultural touchstone representing a range of contradictions: the band is both of their time, yet timeless; literary yet realistic; rooted in high art and street culture. The film features in-depth interviews with the key players of that time combined with a treasure trove of never-before-seen performances and a rich collection of recordings, Warhol films, and other experimental art that creates an immersive experience into what founding member John Cale describes as the band's creative ethos: ""how to be elegant and how to be brutal.""",The Velvet Underground takes a fittingly idiosyncratic approach to delivering a rock documentary that captures the band as well as its era.,"Fandango at Home, Netflix, Apple TV, Prime Video"
The Sky is Everywhere,Movie,Drama,https://www.rottentomatoes.com/m/the_sky_is_everywhere,66%,56%,"Tucked among the magical redwood trees of Northern California and surrounded by her grandmother's gargantuan roses, 17-year-old Lennie Walker, a radiant musical prodigy, struggles with overwhelming grief following the sudden loss of her older sister, Bailey. When Joe Fontaine, the charismatic new guy at school, enters Lennie's life, she's drawn to him. But Lennie's complicated relationship with her sister's devastated boyfriend, Toby, starts to affect Lennie and Joe's budding love. Through her vivid imagination and honest, conflicted heart, Lennie navigates first love and first loss to create a song of her own.","The Sky Is Everywhere never quite scales the heights of profundity to which it aspires, but star Grace Kaufman proves a perfect fit for director Josephine Decker's vision.","Fandango at Home, Netflix, Apple TV, Prime Video"
The First Snow of Fraggle Rock,Movie,Holiday|Kids & Family,https://www.rottentomatoes.com/m/the_first_snow_of_fraggle_rock,,,"The Fraggles eagerly await the first snow of the season and all the traditions it brings, but when only a single snowflake arrives and Gobo can’t write the yearly holiday song everyone is expecting, the season is thrown off course. For the first time ever, Gobo journeys to the human world, or as the Fraggles refer to it: Outer Space, to find some unexpected musical inspiration. And in another first, back at the Gorgs’ castle, Junior is overwhelmed by the arrival of a new baby Gorg joining the family. This holiday season, the Fraggles and Gorgs learn that beautiful moments aren’t always perfect — but they can be as unique and memorable as snowflakes.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
